ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Dialect,Media_IDs,Sense_IDs
XV009530,tzh,ya xju' ta sk'ope,,,dice que se puede,,,Guaquitepec,,SN007096
XV009531,tzh,chopol ta sk'opik,,,dicen que es malo,,,Tenejapa,,SN007096
XV009532,tzh,ya to awil ta ak'ope,,,según tú aún lo vas a ver,,,Guaquitepec,,SN007096
XV009533,tzh,wokol a ta'aj te kotse,,,el guajolote tardó en cocerse,,,Guaquitepec,,SN007097
XV009534,tzh,ta'ajemix te lo'bale,,,el plátano ya está maduro,,,Oxchuc,,SN007098
XV009535,tzh,ya jta'ajtes jch'in chenek'e,,,cuezo mis frijolitos,,,Villa Las Rosas,,SN007099
XV009536,tzh,ta'ajtikix yoyal te nae,,,los postes de la casa ya están ladeados,,,Tenejapa,,SN007101
XV009537,tzh,t'abelan me,,,apúrate,,,Tenejapa,,SN007104
XV009538,tzh,t'abeltikuk me,,,que sea con mucha prisa,,,Tenejapa,,SN007105
XV009539,tzh,tachbilix sni' te',,,ya doblaron la punta del palo,,,Ametenango,,SN007106
XV009540,tzh,ta malik'al tachal yit te karoe,,,la parte trasera del carro está orientada hacia el oeste,,,Tenejapa,,SN007107
XV009541,tzh,tachal sni' te wawile,,,el huarache tiene la punta doblada,,,Ametenango,,SN007108
XV009542,tzh,tach'al snuk',,,tiene la garganta estirada,,,Petalcingo,,SN007109
XV009543,tzh,tachp'oj kejk'ech,,,se me dobló la uña,,,Ametenango,,SN007110
XV009544,tzh,ya jtachp'un spat jojkob,,,voy a despegar la corteza (del tronco),,,Ametenango,,SN007111
XV009545,tzh,la jtah ta beh,,,lo encontré en el camino,,,Bachajón,,SN007113
XV009546,tzh,"ma' jtah ta tulel te alaxaxe, k'ax toyol",,,"no alcanzo a cortar la naranja, está muy alta",,,Bachajón,,SN007114
XV009547,tzh,"lom kom te ch'ajane, ma' stah ta chukel",,,"está muy corto el mecate, no alcanza para amarrar",,,Bachajón,,SN007114
XV009548,tzh,la stahon tulan chamel,,,me dio una enfermedad grave,,,Bachajón,,SN007115
XV009549,tzh,ja' bayel ya xtaot yu'un te paslame,,,"les da mucho la enfermedad ""paslam""",,,Cancuc,,SN007115
XV009550,tzh,tsal la stah ya'iy te jbohlobele,,,por fin le tocó su merecido al malo,,,Bachajón,,SN007116 ; SN007803
XV009551,tzh,hich to ni laj bal tah,,,"será que es así, tú",,,Bachajón,,SN007117
XV009552,tzh,ya to ni laj bal kana' spasel ek che tah,,,"a poco sabes hacerlo también, tú",,,Bachajón,,SN007117
XV009553,tzh,ja' ya xbaht ta tahaw te ihts'inal ta ach'ixe,,,la hermana menor es la que va a alcanzar (a la persona esperada),,,Petalcingo,,SN007118
XV009554,tzh,bajt' taaw xoral te jme'e,,,mi mamá fue a la calle a esperar,,,Oxchuc,,SN007118
XV009555,tzh,ha' jtahaw yu'unik te ala wits' kereme,,,el niño es al que mandan para alcanzar a la gente,,,Petalcingo,,SN007119
XV009556,tzh,"ma' we'emon, ma' tahawanem ku'un",,,"no he comido, no me ha dado tiempo",,,Bachajón,,SN007120
XV009557,tzh,xtal me awilon teme tahawan awu'une,,,ven a visitarse cuando tengas tiempo,,,Bachajón,,SN007120
XV009558,tzh,tsal t'ahb ku'un,,,por fin le di,,,Bachajón,,SN007121
XV009559,tzh,ma' xt'ahb ku'un ta ch'ojel ta ton,,,no logro darle al tirarle piedras,,,Bachajón,,SN007121
XV009560,tzh,lek xatsahta yu'un a xt'ahb awu'un a,,,apúntale bien para que le des,,,Petalcingo,,SN007121 ; SN007738
XV009561,tzh,"ma xt'ab yok, ma xt'ab sk'ab",,,sus pies y sus manos no andan en el camino correcto (habla ritual),,,Tenejapa,,SN007121
XV009562,tzh,ma' xtahbaj,,,no se puede encontrar,,,Bachajón,,SN007122
XV009563,tzh,ja' nax ya xtabaj ja' ta yutil lomch'en,,,sólo se encuentra agua en la profundidad de la cueva,,,Oxchuc,,SN007122
XV009564,tzh,tahbaj la ya'i te ik'ot ta ixta'e,,,se alegró de que lo invitaran a jugar,,,Petalcingo,,SN007123
XV009565,tzh,wen muk' stahn,,,tiene el pecho muy grande,,,Petalcingo,,SN007124
XV009566,tzh,tahnaj yit,,,quedó desnudo,,,Petalcingo,,SN007125
XV009567,tzh,t'ahnaj xch'uht,,,desnudó su panza,,,Bachajón,,SN007126
XV009568,tzh,t'anajix te alale,,,ya se desnudó el niño,,,Oxchuc,,SN007126
XV009569,tzh,la st'ahnan yal ta atimal,,,desnudó a su bebé para el baño,,,Bachajón,,SN007128
XV009570,tzh,ya jt'anantik kiltik te sbak'tale,,,vamos a desnudarlo para ver su cuerpo,,,Oxchuc,,SN007128
XV009571,tzh,la st'ananix sba,,,ya se desnudó,,,Cancuc,,SN007128
XV009572,tzh,tahp'aj ta spat sme' te tut ts'i'e,,,el perrito se puso detrás de su mamá,,,Bachajón,,SN007129
XV009573,tzh,tahp'aj bahel ta spat sbankil,,,se fue detrás de su hermano,,,Petalcingo,,SN007129
XV009574,tzh,la stahp'an bahel sbah ta spat sme' te tut wakaxe,,,el becerrito se fue siguiendo a su madre,,,Bachajón,,SN007130
XV009575,tzh,t'ahw ta ton te jtepe,,,se me despegó la suela de mi zapato por la piedra,,,Bachajón,,SN007132
XV009576,tzh,tajch yak'ul jxanabe,,,la correa de mi caite se despegó,,,Villa Las Rosas,,SN007135
XV009577,tzh,yak yilbel tajmal,,,está viendo el partido,,,Guaquitepec,,SN007137
XV009578,tzh,ch'inik untiketike yolik ta tajmal ta xolal,,,los niños están jugando en la calle,,,Villa Las Rosas,,SN007138
XV009579,tzh,tajinukotik ta janante',,,juguemos con el trompo,,,Cancuc,,SN007141
XV009580,tzh,"ma xtajinat, ma xawuts'in awijts'in",,,"no juegues, no molestes a tu hermanito",,,Cancuc,,SN007141
XV009581,tzh,"ja' te anima jme'e ma xyak' xtajinon, ma jk'an mach'a xtajin, xi",,,"mi difunta mamá no me dejaba jugar, no quiero que nadie juegue, decía",,,Cancuc,,SN007141
XV009582,tzh,bayel ya xtajin te mute,,,el pollo se retuerce mucho,,,Petalcingo,,SN007142
XV009583,tzh,la ya'i tajimal yu'un ya xkohl ta sk'op a,,,se retorció creyendo que así se zafaría,,,Petalcingo,,SN007142
XV009584,tzh,ay mach'a la stajkuntayon ta ch'iwich,,,alguien chocó conmigo en el mercado,,,Cancuc,,SN007143
XV009585,tzh,te karoe la stajk'unta sba sok wakax,,,el carro chocó con la vaca,,,Oxchuc,,SN007144
XV009586,tzh,la stajk'unta alal te antse,,,la mujer empujó al bebé,,,Tenejapa,,SN007144
XV009587,tzh,tal ta ilaw jtajun,,,mi tío vino de visita,,,Bachajón(San Jerónimo),,SN007146
XV009588,tzh,jich tak,,,así es pues,,,Yajalón,,SN007147
XV009589,tzh,batix tak,,,ya se fue (definitivamente),,,Yajalón,,SN007147
XV009590,tzh,ma stak' bi jpastik,,,no podemos hacer nada,,,Cancuc,,SN007148
XV009591,tzh,spisil ya stak' jpastik,,,todo lo podemos hacer,,,Oxchuc,,SN007148
XV009592,tzh,ma stak' ba x'anotikix,,,ya no hay adonde salgamos huyendo,,,Cancuc,,SN007148
XV009593,tzh,ya stak'at ta poxtayel,,,puedes ser curado,,puede llevar un sufijo de 1a o 2a persona cuando es seguido de un infinitivo pasivo,Oxchuc,,SN007148
XV009594,tzh,ma xtak',,,no se puede,,"en Cancuc, se usa también como verbo intransitivo, con prefijo <x-> de incompletivo en lugar de <s-> 'A3':",Cancuc,,SN007148
XV009595,tzh,k'un ya xtak'aj,,,se cuece lento,,,Petalcingo,,SN007149
XV009596,tzh,ma'ba tak'ajem te oxome,,,la olla no está cocida,,,Guaquitepec,,SN007149
XV009597,tzh,tak'ajix i ch'in jie,,,ya se cocieron los jilotes,,,Ametenango,,SN007149
XV009598,tzh,tak'ajix te lo'bale,,,el plátano ya maduró,,,Cancuc,,SN007150
XV009599,tzh,tak'aj tal ta jpat i lo'bali,,,el plátano se magulló en mi espalda,,,Tenejapa,,SN007151
XV009600,tzh,ya xjelawix ta stak'ajel a,,,ya se excede en su cocimiento,,,Guaquitepec,,SN007152
XV009601,tzh,tak'anix me chenek'e,,,el frijol ya está cocido,,,Petalcingo,,SN007154
XV009602,tzh,tak'an lek yilel,,,parece que está bien cocido,,,Tenejapa,,SN007154
XV009603,tzh,ma' to ba tak'an te lo'bale,,,el plátano aún no está maduro,,,Cancuc,,SN007155
XV009604,tzh,bayel stak'anil te lo'bale,,,muchos de los plátanos están maduros,,,Tenejapa,,SN007155
XV009605,tzh,laj ktak'antes ta k'ahk'al me lo'baletike,,,hice madurar las frutas en el sol,,,Petalcingo,,SN007157
XV009606,tzh,jich take,,,quizás así sea,,,Oxchuc,,SN007158
XV009607,tzh,"manchuk, ma xbootik ch'ay take, ya xiwon beel",,,"mejor no, quizás no vayamos, me da miedo ir",,,Oxchuc,,SN007158
XV009608,tzh,takijemix te ajch'ale,,,el lodo ya está seco,,,Guaquitepec,,SN007159
XV009609,tzh,ma xtakij ta ora te kapehe,,,el café no se seca luego,,,Petalcingo,,SN007159
XV009610,tzh,"chexelix te te'etike, kome yakalix ta takijel",,,"los árboles ya están sin hojas, porque ya se están secando",,,Petalcingo,,SN007159
XV009611,tzh,pisil takej te k'altike,,,la milpa se secó toda,,,Aguacatenango,,SN007159
XV009612,tzh,la stakijtes sk'u' te ach'ixe,,,la muchacha secó su ropa,,,Petalcingo,,SN007160
XV009613,tzh,"ay xkanchajik, yu'un ya stakijtesik a kapele",,,tienen un cancha para secar allí el café,,,Villa Las Rosas,,SN007160
XV009614,tzh,ha' xawich' talel te takin te'etike,,,es mejor que traigas los palos secos,,,Petalcingo,,SN007161
XV009615,tzh,bojon tal ta takin uk'um,,,fui al arroyo seco,,,Villa Las Rosas,,SN007161
XV009616,tzh,ma to takin ja' te muk'ul oxome,,,la olla grande aún no está seca,,,Guaquitepec,,SN007161
XV009617,tzh,takin k'inal yu'un te ma xyal ja'ale,,,el ambiente está seco porque no ha caído la lluvia,,,Guaquitepec,,SN007161
XV009618,tzh,wen yutsil stakinal ya yich' juxel te oxome,,,la olla se lija cuando su secado es óptimo,,,Guaquitepec,,SN007161
XV009619,tzh,jelaw stakinil te kajpele,,,el café se pasó de seco,,,Cancuc,,SN007161
XV009620,tzh,takintikix te si'e,,,la leña ya está medio seca,,,Guaquitepec,,SN007162
XV009621,tzh,la jkejchentes jba ta tak'in,,,me lastimé con un fierro,,,Guaquitepec,,SN007163
XV009622,tzh,la sman yoxom tak'in te antse,,,la mujer se compró su olla de metal,,,Bachajón,,SN007163
XV009623,tzh,wak' stak'inal jchukuch'uht,,,se rompió el fierro de mi cinturón (hebilla),,,Bachajón,,SN007163
XV009624,tzh,ch'ay stak'inal yok te kawue,,,"se le perdió una herradura (""fierro de pata"") al caballo",,,Bachajón,,SN007163
XV009625,tzh,bayel stak'in,,,tiene mucho dinero,,,Petalcingo,,SN007164
XV009626,tzh,lajix jtak'in,,,ya se acabó mi dinero,,,Guaquitepec,,SN007164
XV009627,tzh,"k'alal yorail takin k'inale, ya xtup' bel ja'etik, ya xtakej te lum k'inale",,,"en la temporada seca, las aguas se evaporan, las tierras se secan",,,Tenejapa,,SN007166
XV009628,tzh,ay la mach'a ya xcham yu'un takin ti'il te k'alal ya xk'axik ta takin k'inal,,,(se dice que) hay unos que mueren de sed cuando pasan por el desierto,,,Tenejapa,,SN007167
XV009629,tzh,takin sti' yu'un te puse,,,tiene sed por el temazcal,,,Oxchuc,,SN007169
XV009630,tzh,ay takin ti'il kay,,,tengo sed,,,Oxchuc,,SN007170
XV009631,tzh,"ma me ayuk ta takin ti'il, takin o'tanil sujtel",,,"no vaya a regresar con sed (con boca seca, con corazón seco)",,,Tenejapa,,SN007170 ; SN007171
XV009632,tzh,takin ko'tan,,,tengo sed,,,Guaquitepec,,SN007172
XV009633,tzh,takinaj te slok'ib ja'e,,,se secó el manantial,,,Oxchuc,,SN007173
XV009634,tzh,ma xtak'inajix te ixime,,,ya no se gana dinero con el (cultivo del) maíz,,,Oxchuc,,SN007174
XV009635,tzh,ba takutesa awex ta k'al,,,ve a secar tu pantalón en el sol,,,Tenejapa,,SN007177
XV009636,tzh,la stak'uyon te mamtiketike,,,me aconsejaron los señores,,,Oxchuc,,SN007178
XV009637,tzh,la atak'uy te awal anich'anike,,,ustedes les dieron consejos a sus hijos,,,Oxchuc,,SN007178
XV009638,tzh,ya x'ochotik ta tak'uel,,,nos empiezan a orientar,,,Cancuc,,SN007178
XV009639,tzh,talon ta a'tel,,,vine a trabajar,,,Villa Las Rosas,,SN007179
XV009640,tzh,ma laj xtal,,,(se dice que) no va venir,,,Petalcingo,,SN007179
XV009641,tzh,cha'bej wan ya xtalon,,,quizás venga yo pasado mañana,,,Bachajón,,SN007179
XV009642,tzh,ya xtal ta ula',,,viene de visita,,,Cancuc,,SN007179 ; SN008565
XV009643,tzh,¿banti talemat ts'iin?,,,¿y de dónde vienes?,,,Oxchuc,,SN007179
XV009644,tzh,"k'ax jay yok te jmaroe, ya st'al jk'abtik",,,"está muy delgado el mango de mi marro, lastima la mano al repercutir el golpe",,,Bachajón,,SN007182
XV009645,tzh,"ma xamaj me ni' te'e, ya st'albon kok",,,"no golpees la punta del trozo, repercute en mis pies",,,Bachajón,,SN007182
XV009646,tzh,¿banti a xlok' tal te ha'?,,,¿de dónde sale el agua?,,,Petalcingo,,SN007183
XV009647,tzh,jich me ya kaytik wajwej te namey tele,,,así torteábamos en aquel entonces,,,Oxchuc,,SN007184
XV009648,tzh,la jkil ta yan tel ue,,,lo vi el mes pasado,,,Oxchuc,,SN007184
XV009649,tzh,jich la jpastik tel,,,así vinimos haciendo,,,Oxchuc,,SN007184
XV009650,tzh,hich stalel,,,así es su modo de ser,,,Petalcingo,,SN007185
XV009651,tzh,ya jpajbetikix stalel te kaxlane,,,ya estamos adoptando los modos de los mestizos,,,Cancuc,,SN007185
XV009652,tzh,talel k'axel ya jk'uxulta jbahtik,,,entre todos debemos cuidarnos,,,Bachajón,,SN007186
XV009653,tzh,xt'alet kakan yu'un te beele,,,mis pies tiemblan por tanto caminar,,,Tenejapa,,SN007187
XV009654,tzh,xt'alt'on ta nihkel yu'un sik,,,está temblando de frío,,,Bachajón,,SN007189
XV009655,tzh,talxehtik sbah me in chamene,,,huele asqueroso lo que está muero,,,Bachajón,,SN007190
XV009656,tzh,tambeya yixta' alale,,,levántale su juguete al bebé,,,Villa Las Rosas,,SN007191
XV009657,tzh,me uhchibe ha' nax a stam binti buchem,,,el puerco espín sólo recoge lo que está tirado,,,Petalcingo,,SN007191
XV009658,tzh,baht ta tamel te kereme kome yich'oj xi'el,,,fueron a levantar el alma del muchacho porque está enfermo de susto,,,Petalcingo,,SN007192
XV009659,tzh,tsaka hilel tame baht smil,,,"detenlo, no vaya a ser que lo mate",,,Petalcingo,,SN007195
XV009660,tzh,tame maba hichuk,,,qué tal si no es así,,,Petalcingo,,SN007195
XV009661,tzh,ma sk'an tilel te ts'i'e tame ti'awanuk,,,"no se debe desatar al perro, no sea que vaya a morder a alguien",,,Petalcingo,,SN007195 ; SN007453
XV009662,tzh,tamp'as a k'ax sbak' tujk' ta ste'el lo'bal,,,la bala cruzó el tronco del plátano,,,Cancuc,,SN007196
XV009663,tzh,tamp'as sohl,,,pasó de largo,,,Bachajón,,SN007196
XV009664,tzh,tamp'as a k'ax sni' ta naylo te machite,,,la punta del machete atravesó la bolsa,,,Petalcingo,,SN007196
XV009665,tzh,tamp'as me jmachit ta anuk' yo'tik,,,al rato mi machete te va a atravesar la garganta (amenaza),,,Cancuc,,SN007196
XV009666,tzh,tamp'asat ta ilaw,,,de entrada por salida visitas a la gente,,,Tenejapa,,SN007196
XV009667,tzh,tantamp'as sohlem te klaboe,,,los clavos están sobresalidos,,forma distributiva: <tantamp'as>,Bachajón,,SN007196
XV009668,tzh,jukulotik ta ala tan ya xul stajotik jo'tik ts'in mamale,,,sentaditos sobre la ceniza nos encontraba el anciano,,,Cancuc,,SN007198
XV009669,tzh,ja' to ya stsajk te petet teme la spik te tane,,,el huso se deja agarrar sólo si palpó la ceniza,,,Cancuc,,SN007198 ; SN007720
XV009670,tzh,"ha' te xapon antiwohe, yu'un tan",,,"es el jabón antiguo, es de ceniza",,,Bachajón,,SN007198
XV009671,tzh,jich la spimlej jil tan li' ta jlumaltike,,,(dicen que) de este espesor quedó de ceniza aquí en nuestro pueblo,,,Villa Las Rosas,,SN007198
XV009672,tzh,ya nax xk'a' te may teme ma yich' te tane,,,se pudre el pilico si no se le echa cal,,,Oxchuc,,SN007199
XV009673,tzh,"ya jman tal cheb bolsa jtan, ya jmajtaniy jnaj",,,"voy a comprar dos bolsas de cal, porque voy a blanquear mi casa",,,Villa Las Rosas,,SN007199
XV009674,tzh,a'beya stanul te pataxe,,,ponle cal al nixtamal,,,Petalcingo,,SN007199
XV009675,tzh,"la me atek' k'abal, la me atek' tan ku'un",,,"pisaste basura, pisaste polvo por mí",,,Oxchuc,,SN007200
XV009676,tzh,ya xko tel stanul i laminae,,,se cae el polvo de la lámina,,,Oxchuc,,SN007200
XV009677,tzh,t'anal xch'uht,,,trae la panza fuera,,,Bachajón,,SN007203
XV009678,tzh,t'anal xanix sit chi',,,están regados los nances,,,Villa Las Rosas,,SN007204
XV009679,tzh,ma xataniy aba,,,no te empolves,,,Tenejapa,,SN007206
XV009680,tzh,ya yich' taniyel yok te tulesnae,,,se encala el pie de los duraznos,,,Tenejapa,,SN007206
XV009681,tzh,"la stsak snujkul winike, sk'an staniy xnich'an",,,"el hombre agarró su cinturón, quiere pegarle a su hijo",,,Villa Las Rosas,,SN007207
XV009682,tzh,ma xataniy sok yan ants,,,no la engañes con otra mujer,,,OR,,SN007208
XV009683,tzh,la staniyat sok yan winik,,,te engañó con otro hombre,,,OR,,SN007208
XV009684,tzh,tantantik sit ta tan,,,tiene el rostro empolvado de cal,,,Petalcingo,,SN007215
XV009685,tzh,tantantik yabenal i chenek'i,,,las hojas del frijol están empolvadas,,,Cancuc,,SN007215
XV009686,tzh,tantantik te kawue,,,el caballo es ceniciento,,,Guaquitepec,,SN007215
XV009687,tzh,la stanu sbah me alale,,,el niño se empolvó,,,Petalcingo,,SN007216
XV009688,tzh,"tapbot sit yu'un tokal, ha' yu'un koh ta ch'en",,,"la neblina le obstruyó la vista, por eso se cayó al barranco",,,Bachajón,,SN007217
XV009689,tzh,la stapbon jsit te k'ax ta wihlel mute,,,me estorbó la vista el pájaro que pasó volando,,,Bachajón,,SN007217
XV009690,tzh,tap'al bahel ta spat stat,,,se fue pegado detrás de su padre,,,Petalcingo,,SN007218
XV009691,tzh,oxeb taryal a ju' ku'un te yak'entael k'altike,,,terminé tres tareas de limpia de milpa,,,Tenejapa,,SN007220
XV009692,tzh,ya xba jle taryal a'tel,,,voy a ir a buscar trabajo por tarea,,,Tenejapa,,SN007220
XV009693,tzh,toj lihkel la stas lok'el smachit,,,sacó bruscamente su machete,,,Petalcingo,,SN007221
XV009694,tzh,la kt'as ta majel ta yeh,,,le di un madrazo en la boca,,,Petalcingo,,SN007222
XV009695,tzh,tasal yat te kawue,,,el pene del caballo está sobresalido (erecto),,,Petalcingo,,SN007223
XV009696,tzh,tasal lok'el yak' te chane,,,está sobresalida la lengua de la víbora,,,Bachajón,,SN007223
XV009697,tzh,tasajtik lok'el sni'il te jalale,,,"las puntas de carrizo están fuera (disparejas, saliendo de la pared)",,,Petalcingo,,SN007223
XV009698,tzh,t'asal sti' yo'tan winike,,,los pechos del hombre están resaltados,,,Villa Las Rosas,,SN007224
XV009699,tzh,lom t'asal xch'ujt ap'ine,,,la panza de tu olla está bien resaltada,,,Villa Las Rosas,,SN007224
XV009700,tzh,ay st'asalul a'inte'e,,,la tabla tiene partes pandeadas,,,Villa Las Rosas,,SN007224
XV009701,tzh,staset jelawen chan li'i,,,aquí pasó una serpiente arrastrándose,,,Tenejapa,,SN007225
XV009702,tzh,t'asetel wo'tan,,,estás mostrando el pecho,,,Villa Las Rosas,,SN007226
XV009703,tzh,xtaslujet lok'el me chan ta beh,,,la culebra salió de repente al camino,,,Petalcingo,,SN007227
XV009704,tzh,xtasluj smachit,,,sacó de chingadazo su machete,,,Petalcingo,,SN007227
XV009705,tzh,"ma' mero buenojuk ay jsamete, algotik t'ast'asil",,,"no muy sirve mi comal, está algo pando (del centro hacia arriba)",,,Villa Las Rosas,,SN007230
XV009706,tzh,t'ast'asil xben antse,,,la mujer camina con el pecho resaltado,,,Villa Las Rosas,,SN007230
XV009707,tzh,xtastun yak' te ts'i'e,,,el perro está saque y saque la lengua,,,Petalcingo,,SN007231
XV009708,tzh,xtastun yik',,,está jadeando (respirando con dificultad),,,Petalcingo,,SN007231
XV009709,tzh,k'ax tat me ha'e,,,el agua está muy turbia,,,Petalcingo,,SN007232
XV009710,tzh,tsaka tal tatal mats' kuch'tik,,,tráete pozol espeso para que tomemos,,,Tenejapa,,SN007232
XV009711,tzh,laj katin tatal ha'e,,,me bañé de agua sucia,,,Bachajón,,SN007232
XV009712,tzh,jelaw statal te ule,,,se pasó de espeso el atole,,,Guaquitepec,,SN007232
XV009713,tzh,la yuton jtat,,,me regañó mi papá,,,Guaquitepec,,SN007233
XV009714,tzh,ja' stat Jpax me ine,,,él es el padre de Pascual,,,Petalcingo,,SN007233
XV009715,tzh,ha' tatil yu'unik te alaletik me ine,,,ése es el papá de los niños,,,Bachajón,,SN007233
XV009716,tzh,ya me ka'bat atat,,,te voy a dar tu merecido (paliza),,,Bachajón,,SN007234
XV009717,tzh,ya me awich' atat yo'tik,,,ahora vas a recibir tu merecido,,,Oxchuc,,SN007234
XV009718,tzh,xba jkoltay jtata',,,voy a ir a ayudar a mi tío,,,Ametenango,,SN007237
XV009719,tzh,kom'an tata',,,adiós tío,,,Ametenango,,SN007238
XV009720,tzh,tal kula'tayat tata',,,te vine a visitar abuelito,,,Villa Las Rosas,,SN007239
XV009721,tzh,ya xba jk'opontik te jtatabtike,,,vamos a rezarle a nuestra deidad principal,,,Tenejapa,,SN007240
XV009722,tzh,jich me tel te statab tele,,,así eran desde sus antepasados,,,Oxchuc,,SN007241
XV009723,tzh,tatabiletik te k'axik ta tuunel,,,ya fueron los antepasados que pasaron a tener cargos,,,Oxchuc,,SN007241
XV009724,tzh,t'aslejon sti' yo'tan tatarane,,,el pecho del gallo está así muy resaltado,,,Villa Las Rosas,,SN007243
XV009725,tzh,toyol ya ak'an stojol atatarane,,,quieres muy caro por tu gallo,,,Villa Las Rosas,,SN007243
XV009726,tzh,ay stataranul kalak'tike,,,nuestros pollos tienen gallos,,,Villa Las Rosas,,SN007243
XV009727,tzh,ochan me tate,,,pásale señor,,,Bachajón,,SN007244
XV009728,tzh,"tatik Jesukristo, joinaon me, kanantaon me",,,"señor Jesucristo, guíame, cuídame",,,Cancuc,,SN007245
XV009729,tzh,wokol awal te talat tatik,,,gracias por haber venido señor,,,Oxchuc,,SN007245
XV009730,tzh,bajan tal ta si'bej tatin,,,"hijito, ve a leñar",,,Villa Las Rosas,,SN007246
XV009731,tzh,bayel ya xtatub te ha'e,,,el agua se ensucia mucho,,,Petalcingo,,SN007249
XV009732,tzh,la statubtes ja' te kereme,,,el muchacho enturbió el agua,,,Tenejapa,,SN007250
XV009733,tzh,tawal laj kalbat,,,"total, te lo dije",,,Bachajón,,SN007251
XV009734,tzh,"teme ma' xach'un komele, tawal la kalbet",,,"si no haces caso dejando de hacer eso, conste que te lo dije",,,Cancuc,,SN007251
XV009735,tzh,"kiptaytik te beele, tawal xk'ootik ta we'el a",,,"apurémonos a caminar, así comemos más pronto",,,Cancuc,,SN007252
XV009736,tzh,tawalix ka'i jwe'el,,,ya fue suficiente comida para mi,,,Villa Las Rosas,,SN007253
XV009737,tzh,"tawal, jkux ko'tantik",,,"basta, descansemos",,,Villa Las Rosas,,SN007253
XV009738,tzh,bayel tawal ta jtojol sok kal jnich'an,,,hay mucha envidia en contra mía y de mis hijos,,,Tenejapa,,SN007254
XV009739,tzh,ma xatawaltayon,,,no me desees el mal,,,Cancuc,,SN007255
XV009740,tzh,ya xtawan ka'i te nakleje,,,me aburro de tanto sentar,,,Tenejapa,,SN007256
XV009741,tzh,xtawanix ya'i julilayel yu'un xchamel te jme'tike,,,la señora ya se hartó de tanta inyección por su enfermedad,,,Tenejapa,,SN007256
XV009742,tzh,la st'ax ta majel,,,le dio una cachetada,,,Guaquitepec,,SN007257
XV009743,tzh,ya me jt'axat ta majel teme ma xach'uhun k'ope,,,te voy a dar una cachetada si no obedeces,,,Bachajón,,SN007257
XV009744,tzh,t'axaj sjol yu'un te xchamele,,,quedó calvo a causa de su enfermedad,,,Guaquitepec,,SN007258
XV009745,tzh,t'axaj ya' yu'un ik',,,se descubrieron sus muslos por el viento,,,Guaquitepec,,SN007259
XV009746,tzh,ma'yuk mach'a ya sk'an ya xben ta t'ax'akan,,,nadie quiere andar descalzo,,,Guaquitepec,,SN007261
XV009747,tzh,t'axalix sjol te jmamuche,,,mi abuelo ya tiene la cabeza calva,,,Guaquitepec,,SN007262
XV009748,tzh,t'axal ta yalel te witse,,,el cerro está muy al descubierto,,,Guaquitepec,,SN007264
XV009749,tzh,la st'axan sjol,,,se rapó el cabello,,,Guaquitepec,,SN007265
XV009750,tzh,la xt'axan sbaj,,,se quitó la camisas,,,Guaquitepec,,SN007266
XV009751,tzh,ya jt'axanat yu'un ya xnuxat,,,te voy a desvestir para que te bañes,,,Ametenango,,SN007267
XV009752,tzh,la yich' t'axanel te alal yu'un ya ya'i k'ajk',,,desnudaron al bebé porque tiene calentura,,,Tenejapa,,SN007267
XV009753,tzh,ya xlok' st'ayay alal,,,al niño le está saliendo baba,,,Tenejapa,,SN007270
XV009754,tzh,xt'ayet sim yu'un simal,,,se le está escurriendo el moco por la gripa,,,Tenejapa,,SN007271
XV009755,tzh,ich'a tal te oxom,,,tráete la olla,,,Bachajón,,SN007272
XV009756,tzh,we'ix te winike,,,el hombre ya comió,,suele combinarse con el determinante sufijado <e> al final del constituyente,Guaquitepec,,SN007272
XV009757,tzh,ya jna' te ya xtalate,,,sé que vas a venir,,,Oxchuc,,SN007274
XV009758,tzh,¿banti xch'i te wamaletik te ya atuuntese?,,,¿dónde crecen las plantas que utilizas?,,,Oxchuc,,SN007274
XV009759,tzh,ay jtul te chamix bale,,,hay uno que murió,,,Ametenango,,SN007274
XV009760,tzh,yal ta te',,,se cayó del árbol,,,Guaquitepec,,SN007276 ; SN009372
XV009761,tzh,jipil ta te' me lasohe,,,el lazo está colgado en el árbol,,,Petalcingo,,SN007276
XV009762,tzh,la smajon ta te',,,me golpeó con un paloe',,,Guaquitepec,,SN007277
XV009763,tzh,"ya xbatik ta a'tel ta te'tikil, te ya xwayotik a",,,"nos vamos a trabajar en el bosque, allá nos dormimos",,,Tenejapa,,SN007279
XV009764,tzh,"yakalix ta lajel te te'ak'etike, ha' yu'un k'ax k'ux k'ahk'al",,,"ya se están acabando las plantas, por eso hace mucho calor",,,Petalcingo,,SN007280
XV009765,tzh,lom te' waje,,,la tortilla está muy dura,,,Villa Las Rosas,,SN007281
XV009766,tzh,lom te'at ona,,,eres muy alzado,,,Villa Las Rosas,,SN007281
XV009767,tzh,ste'oj sba yalalil jk'ab,,,mis dedos se han puesto tiesos (perdieron movilidad),,,Tenejapa,,SN007282
XV009768,tzh,la ste'ix sba te anima,,,el difunto se puso rígido,,,Tenejapa,,SN007282
XV009769,tzh,te'bakbak te nujkule,,,la piel está tiesa,,,Tenejapa,,SN007285
XV009770,tzh,la xt'ech yok winik ba xk'ojchin tone,,,el hombre levantó su pie donde se tropezó con la piedra,,,Villa Las Rosas,,SN007286
